timestamp,log_level,message
"2025-07-17 07:44:37,933",DEBUG,Episode IV
"2025-07-17 07:48:37,250",DEBUG,It's a wonder you're still alive.
"2025-07-17 07:48:37,750",DEBUG,Alderaan? I'm not going to Alderaan.
"2025-07-17 07:48:38,627",DEBUG,and destroy the Jedi Knights. He
"2025-07-17 07:48:39,575",DEBUG,copy?
"2025-07-17 07:48:40,572",DEBUG,The three TIE fighters move in formation across the Death
"2025-07-17 07:48:41,213",DEBUG,table has a small computer monitor embedded in it. Chewbacca
"2025-07-17 07:48:41,475",DEBUG,"direction somewhere, but I don't see"
"2025-07-17 07:48:41,931",DEBUG,after him?
"2025-07-17 07:48:42,895",DEBUG,Artoo's side.
"2025-07-17 07:48:44,521",DEBUG,that they might find a weakness and
"2025-07-17 07:52:37,866",DEBUG,LUKE
"2025-07-17 07:52:41,787",DEBUG,LUKE
"2025-07-17 07:52:42,760",DEBUG,The pirateship shudders and the TIE fighter accelerates away
"2025-07-17 07:52:43,96",DEBUG,INT. LUKE'S X-WING FIGHTER - COCKPIT
"2025-07-17 07:52:43,923",DEBUG,covered face and soften his otherwise awesome appearance.
"2025-07-17 07:52:44,530",DEBUG,GOLD FIVE
"2025-07-17 07:52:46,117",DEBUG,which force the stormtroopers to dive for safety. The
"2025-07-17 07:52:47,70",DEBUG,"Don't worry, she'll hold together."
"2025-07-17 07:52:47,843",DEBUG,to power the tractor beam that's
"2025-07-17 07:52:48,180",DEBUG,evil Dark Lord Darth Vader.
"2025-07-17 07:41:51,842",DEBUG,"pleased with that one, sir. He really"
"2025-07-17 07:41:52,412",DEBUG,INT. DARTH VADER'S COCKPIT
"2025-07-17 07:41:52,874",DEBUG,to translate. Leia continues to repeat the sentence fragment
"2025-07-17 07:41:54,136",DEBUG,GOLD LEADER
"2025-07-17 07:41:54,935",DEBUG,A NEW HOPE
"2025-07-17 07:41:55,881",DEBUG,"screen, listening to the ship-to-ship communication on the"
"2025-07-17 07:41:56,12",DEBUG,THREEPIO
"2025-07-17 07:41:56,611",DEBUG,muck by the slimy tentacle.
"2025-07-17 07:41:57,262",DEBUG,"Luke is at ease, and his eyes are closed."
"2025-07-17 07:41:57,473",DEBUG,want to learn the ways of the Force
"2025-07-17 07:46:17,142",DEBUG,HAN
"2025-07-17 07:46:18,811",DEBUG,visible in the foliage.
"2025-07-17 07:46:19,927",DEBUG,pirateship engines whine as Han hits the release button that
"2025-07-17 07:46:21,133",DEBUG,"a moment. Convinced he is alone, he continues on his way."
"2025-07-17 07:46:21,601",DEBUG,GREEDO
"2025-07-17 07:46:22,460",DEBUG,Ben makes a sudden lunge at the huge warrior but is checked
"2025-07-17 07:46:22,629",DEBUG,INT. IMPERIAL STARDESTROYER
"2025-07-17 07:46:23,369",DEBUG,I'm doing.
"2025-07-17 07:46:24,291",DEBUG,"Luke's Aunt Beru, a warm, motherly woman, fills a pitcher"
"2025-07-17 07:46:24,963",DEBUG,adventurer.
"2025-07-17 07:40:31,949",DEBUG,BIGGS
"2025-07-17 07:40:32,185",DEBUG,"The three TIE fighters move ever closer, closing in on Luke"
"2025-07-17 07:40:33,129",DEBUG,INT. MILLENNIUM FALCON - COCKPIT
"2025-07-17 07:40:34,132",DEBUG,Han and Luke remove the trooper suits and strap on the blaster
"2025-07-17 07:40:34,371",DEBUG,What was that?
"2025-07-17 07:40:35,204",DEBUG,"I don't know, I can imagine quite a"
"2025-07-17 07:40:37,391",DEBUG,HAN
"2025-07-17 07:40:38,82",DEBUG,"to little Artoo, who is being hoisted into a socket on the"
"2025-07-17 07:40:39,46",DEBUG,VADER
"2025-07-17 07:40:39,769",DEBUG,leak here now. Give us a few minutes
"2025-07-17 07:41:03,746",DEBUG,precise calculations we could fly
"2025-07-17 07:41:03,936",DEBUG,the detention level.
"2025-07-17 07:41:04,327",DEBUG,EXT. FOURTH MOON OF YAVIN
"2025-07-17 07:41:04,705",DEBUG,you.
"2025-07-17 07:41:05,431",DEBUG,(over headset)
"2025-07-17 07:41:06,51",DEBUG,"Vader squeezes the neck of the Rebel Officer, who struggles"
"2025-07-17 07:41:06,984",DEBUG,Artoo whistles a frantic reply.
"2025-07-17 07:41:07,423",DEBUG,in from behind. Two Y-wing fighters bob back and forth in
"2025-07-17 07:41:07,825",DEBUG,Strange creatures play exotic big band music on odd-looking
"2025-07-17 07:41:08,802",DEBUG,I've...
"2025-07-17 07:41:57,777",DEBUG,the computer can hit it?
"2025-07-17 07:41:58,627",DEBUG,EXT. DEATH STAR TRENCH
"2025-07-17 07:42:00,23",DEBUG,hangar and hurry along a long line of gleaming spacefighters.
"2025-07-17 07:42:00,475",DEBUG,Rebel Alliance is too well equipped.
"2025-07-17 07:42:01,326",DEBUG,pilots' preparation. Luke is quite saddened at the sight of
"2025-07-17 07:42:02,51",DEBUG,TAGGE
"2025-07-17 07:42:02,856",DEBUG,LEIA
"2025-07-17 07:42:03,519",DEBUG,Vader's targeting computer swings around into position. Vader
"2025-07-17 07:42:06,76",DEBUG,nonsense.
"2025-07-17 07:42:07,887",DEBUG,"Come on, Artoo, we're going!"
"2025-07-17 07:51:27,120",DEBUG,it.
"2025-07-17 07:51:27,740",DEBUG,I think my uncle knew him. He said
"2025-07-17 07:51:28,260",DEBUG,you! Go that way! You'll be
"2025-07-17 07:51:29,660",DEBUG,"by a slimy Jawa, who zaps him with a control box."
"2025-07-17 07:51:30,3",DEBUG,LEIA
"2025-07-17 07:51:30,801",DEBUG,towards the Death Star surface. A thousand lights glow across
"2025-07-17 07:51:31,509",DEBUG,maintenance hatch on unit number...
"2025-07-17 07:51:32,139",DEBUG,about Luke.
"2025-07-17 07:51:32,859",DEBUG,INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL
"2025-07-17 07:51:33,639",DEBUG,Biggs sees two small silver specks.
"2025-07-17 07:51:40,799",DEBUG,The ship rocks back and forth.
"2025-07-17 07:51:41,240",DEBUG,LEIA
"2025-07-17 07:51:41,837",DEBUG,along a chess-type board.
"2025-07-17 07:51:42,194",DEBUG,RED LEADER
"2025-07-17 07:51:42,936",DEBUG,"to the little robot. After a few moments, he beeps something."
"2025-07-17 07:51:43,726",DEBUG,EXT. SPACE - PLANET TATOOINE
"2025-07-17 07:51:44,409",DEBUG,Wedge pulls his crippled X-wing back away from the battle.
"2025-07-17 07:51:46,849",DEBUG,"Oh, it's Han! I don't know, I really"
"2025-07-17 07:51:47,743",DEBUG,It'll be just like Beggar's Canyon
"2025-07-17 07:51:48,119",DEBUG,points the the Wookiee.
"2025-07-17 07:42:23,222",DEBUG,Luke still recovering from the shock of seeing so many
"2025-07-17 07:42:23,625",DEBUG,VADER
"2025-07-17 07:42:24,86",DEBUG,EXT. TATOOINE - ROCK CANYON - SANDCRAWLER - SUNSET
"2025-07-17 07:42:24,954",DEBUG,"Look, I can take you as far as"
"2025-07-17 07:42:25,649",DEBUG,"An alert guard, his laser gun in hand, scans the countryside."
"2025-07-17 07:42:26,104",DEBUG,INT. MASSASSI OUTPOST - WAR ROOM
"2025-07-17 07:42:27,172",DEBUG,GOLD FIVE
"2025-07-17 07:42:28,144",DEBUG,(to Vader)
"2025-07-17 07:42:28,638",DEBUG,make enough on the harvest so I'll
"2025-07-17 07:42:29,121",DEBUG,the detention level.
"2025-07-17 07:38:04,796",DEBUG,out from the gloom.
"2025-07-17 07:38:06,127",DEBUG,LUKE
"2025-07-17 07:38:07,13",DEBUG,THREEPIO
"2025-07-17 07:38:07,751",DEBUG,The Death Star whips below Wedge.
"2025-07-17 07:38:08,39",DEBUG,The stars whip past behind the Imperial pilot as he adjusts
"2025-07-17 07:38:09,803",DEBUG,OWEN
"2025-07-17 07:38:10,546",DEBUG,button. The targeting device moves away.
"2025-07-17 07:38:11,453",DEBUG,"ship lurches violently, throwing poor Threepio into a cabinet"
"2025-07-17 07:38:12,238",DEBUG,"Hey, easy with those..."
"2025-07-17 07:38:13,63",DEBUG,screen gives a readout of the hit. The pirateship bounces
"2025-07-17 07:46:55,88",DEBUG,LUKE
"2025-07-17 07:46:56,420",DEBUG,You'll do all right. If you've got
"2025-07-17 07:46:56,771",DEBUG,INT. LUKE'S X-WING - COCKPIT
"2025-07-17 07:46:57,513",DEBUG,Commander. The battle station has
"2025-07-17 07:46:58,506",DEBUG,INT. DEATH STAR - MAIN FORWARD BAY - SERVICE PANEL
"2025-07-17 07:46:59,368",DEBUG,"It just isn't fair. Oh, Biggs is"
"2025-07-17 07:46:59,829",DEBUG,Luke looks down at the Death Star surface below.
"2025-07-17 07:47:00,201",DEBUG,Listen how quiet I am. You can barely
"2025-07-17 07:47:00,751",DEBUG,He can go about his business.
"2025-07-17 07:47:02,815",DEBUG,Dark Lord.
"2025-07-17 07:38:54,54",DEBUG,RED LEADER
"2025-07-17 07:38:54,336",DEBUG,"Luke looks about, wondering whose laserfire destroyed Vader's"
"2025-07-17 07:38:54,521",DEBUG,She's rich.
"2025-07-17 07:38:54,736",DEBUG,something terrible has happened.
"2025-07-17 07:38:55,392",DEBUG,pulling us in!
"2025-07-17 07:38:55,710",DEBUG,(over war room speaker
"2025-07-17 07:38:56,496",DEBUG,drinks. Ben moves to an empty spot at the bar near a group
"2025-07-17 07:38:57,546",DEBUG,make the jump to light speed.
"2025-07-17 07:38:58,348",DEBUG,INT. MASSASSI OUTPOST - WAR ROOM
"2025-07-17 07:38:58,943",DEBUG,We've captured a freighter entering
"2025-07-17 07:42:15,630",DEBUG,I can't shake him.
"2025-07-17 07:42:16,566",DEBUG,INT. DEATH STAR - GARBAGE ROOM
"2025-07-17 07:42:18,306",DEBUG,What's your plan?
"2025-07-17 07:42:18,691",DEBUG,THREEPIO
"2025-07-17 07:42:19,101",DEBUG,It looks like you boys have seen a
"2025-07-17 07:42:19,888",DEBUG,Don't underestimate the power of the
"2025-07-17 07:42:20,754",DEBUG,"chamber a hatch opens, filling the chamber with blinding"
"2025-07-17 07:42:21,485",DEBUG,Lock S-foils in attack position.
"2025-07-17 07:42:22,236",DEBUG,a name I haven't heard in a long
"2025-07-17 07:42:22,908",DEBUG,INT. REBEL BLOCKADE RUNNER - SUBHALLWAY
"2025-07-17 07:42:29,455",DEBUG,"The door opens, Threepio moves into the doorway."
"2025-07-17 07:42:30,119",DEBUG,both of them cleaned up before dinner.
"2025-07-17 07:42:30,818",DEBUG,The Millennium Falcon pirateship races away from the yellow
"2025-07-17 07:42:31,170",DEBUG,sound.
"2025-07-17 07:42:31,979",DEBUG,The ship shudders as an explosion flashes outside the window.
"2025-07-17 07:42:32,809",DEBUG,We've entered the Alderaan system.
"2025-07-17 07:42:33,779",DEBUG,OWEN
"2025-07-17 07:42:34,567",DEBUG,on the scanner. It looks like our
"2025-07-17 07:42:35,196",DEBUG,them.
"2025-07-17 07:42:35,803",DEBUG,fire when ready.
"2025-07-17 07:39:17,140",DEBUG,location of the Rebel fortress by
"2025-07-17 07:39:17,579",DEBUG,Escape is not his plan. I must face
"2025-07-17 07:39:18,376",DEBUG,are gone. The bartender shrugs his shoulders in puzzlement.
"2025-07-17 07:39:18,808",DEBUG,"See-Threepio, do you copy?"
"2025-07-17 07:39:20,219",DEBUG,INT. TIE FIGHTER - COCKPIT
"2025-07-17 07:39:20,907",DEBUG,Boring conversation anyway.
"2025-07-17 07:39:21,603",DEBUG,BEN
"2025-07-17 07:39:22,544",DEBUG,I don't think I can make it. You go
"2025-07-17 07:39:22,955",DEBUG,EXT. TATOOINE - MOS EISLEY - STREET - ALLEYWAY - USED
"2025-07-17 07:39:23,669",DEBUG,LUKE
"2025-07-17 07:43:40,454",DEBUG,earlier...
"2025-07-17 07:43:41,681",DEBUG,were suddenly silenced. I fear
"2025-07-17 07:43:42,329",DEBUG,"Excuse me, sir, but that R2 unit is"
"2025-07-17 07:43:42,715",DEBUG,EXT. SPACE AROUND THE DEATH STAR
"2025-07-17 07:43:43,896",DEBUG,I should have known better than to
"2025-07-17 07:43:44,971",DEBUG,"When we heard about Alderaan, we"
"2025-07-17 07:43:45,761",DEBUG,"hits the attacker, which blows up in a small atomic shower"
"2025-07-17 07:43:46,70",DEBUG,"Red Leader, we're right above you."
"2025-07-17 07:43:46,977",DEBUG,"You can repair him, can't you?"
"2025-07-17 07:43:47,890",DEBUG,HAN
"2025-07-17 07:42:54,340",DEBUG,"readiness to board it, while other troopers stand with weapons"
"2025-07-17 07:42:54,490",DEBUG,to pull out in time to avoid the fireball.
"2025-07-17 07:42:55,718",DEBUG,INT. MOS EISLEY - CANTINA
"2025-07-17 07:42:56,296",DEBUG,DODONNA
"2025-07-17 07:42:59,573",DEBUG,How long before you can make the
"2025-07-17 07:43:00,364",DEBUG,The Rebellion will continue to gain
"2025-07-17 07:43:01,274",DEBUG,joy and emotion. They give each other a great bear hug.
"2025-07-17 07:43:02,164",DEBUG,trouble?
"2025-07-17 07:43:02,368",DEBUG,only take your ship.
"2025-07-17 07:43:02,796",DEBUG,FIRST TROOPER
"2025-07-17 07:55:26,987",DEBUG,zoom by.
"2025-07-17 07:55:27,708",DEBUG,"on, you do as I tell you. Okay?"
"2025-07-17 07:55:29,200",DEBUG,it has been deserted for some time.
"2025-07-17 07:55:29,713",DEBUG,You would prefer another target? A
"2025-07-17 07:55:30,337",DEBUG,Another blast shakes them as they struggle along their way.
"2025-07-17 07:55:32,194",DEBUG,"Biggs, Wedge, let's close it up."
"2025-07-17 07:55:33,5",DEBUG,chance to get off this rock.
"2025-07-17 07:55:33,886",DEBUG,GREEDO
"2025-07-17 07:55:34,717",DEBUG,finds a small hatchway and struggles to get it open. It won't
"2025-07-17 07:55:35,128",DEBUG,LEIA
"2025-07-17 07:49:51,448",DEBUG,HAN
"2025-07-17 07:49:53,883",DEBUG,"after a flurry of electronic swearing from Artoo, the lanky"
"2025-07-17 07:49:54,663",DEBUG,What about that blue one? We'll take
"2025-07-17 07:49:55,343",DEBUG,"There's no one on board, sir."
"2025-07-17 07:49:56,2",DEBUG,STAR WARS
"2025-07-17 07:49:56,181",DEBUG,"Wan, but old Ben lives out beyond"
"2025-07-17 07:49:57,59",DEBUG,VADER
"2025-07-17 07:49:59,20",DEBUG,Red Leader looks back at the receding Death Star. Tiny
"2025-07-17 07:49:59,982",DEBUG,Walls buckle and cave in. Troops and equipment are blown in
"2025-07-17 07:50:00,443",DEBUG,THREEPIO
"2025-07-17 07:47:26,541",DEBUG,"Death Star's surface, closely followed by Luke in the"
"2025-07-17 07:47:26,799",DEBUG,him.
"2025-07-17 07:47:27,163",DEBUG,INT. MASSASSI OUTPOST - WAR ROOM
"2025-07-17 07:47:27,964",DEBUG,Red Leader roams down the trench of the Death Star as lasers
"2025-07-17 07:47:28,581",DEBUG,(into intercom)
"2025-07-17 07:47:29,94",DEBUG,Sandpeople around. We'll have to
"2025-07-17 07:47:30,1",DEBUG,HAN
"2025-07-17 07:47:30,294",DEBUG,Just hope the old man got the tractor
"2025-07-17 07:47:31,132",DEBUG,BIGGS
"2025-07-17 07:47:31,551",DEBUG,zooms across the desert. The speeder stops on a bluff
"2025-07-17 07:40:06,690",DEBUG,homestead consisting of three large holes in the ground
"2025-07-17 07:40:07,833",DEBUG,to cause me a lot of trouble.
"2025-07-17 07:40:08,657",DEBUG,They didn't. But we are meant to
"2025-07-17 07:40:08,879",DEBUG,BEN
"2025-07-17 07:40:09,605",DEBUG,"Ben looks over at Luke, who gives the old Jedi a determined"
"2025-07-17 07:40:11,122",DEBUG,"personally, Commander. There'll be"
"2025-07-17 07:40:12,897",DEBUG,These are not the droids we're looking
"2025-07-17 07:40:13,706",DEBUG,Imperial cruiser.
"2025-07-17 07:40:14,645",DEBUG,THREEPIO
"2025-07-17 07:40:16,245",DEBUG,(sarcastically)
"2025-07-17 07:48:52,164",DEBUG,(over headset)
"2025-07-17 07:48:52,315",DEBUG,Will you shut up and listen to me?
"2025-07-17 07:48:53,710",DEBUG,We've had some problems...
"2025-07-17 07:48:55,669",DEBUG,HAN
"2025-07-17 07:48:56,44",DEBUG,slaughter Jawas?
"2025-07-17 07:48:56,915",DEBUG,starts at a voice he hears.
"2025-07-17 07:48:57,476",DEBUG,WEDGE
"2025-07-17 07:48:58,390",DEBUG,on down the alleyway. The door slides open a crack and
"2025-07-17 07:48:58,693",DEBUG,"A loud, horrible, inhuman moan works its way up from the"
"2025-07-17 07:48:59,603",DEBUG,in from behind. Two Y-wing fighters bob back and forth in
"2025-07-17 07:52:48,646",DEBUG,and the robots reach the starship. Luke sees Ben cut in two
"2025-07-17 07:52:49,336",DEBUG,(to Luke)
"2025-07-17 07:52:50,337",DEBUG,to this point. The target area is
"2025-07-17 07:52:50,585",DEBUG,AUNT BERU
"2025-07-17 07:52:50,837",DEBUG,Luke tries to spot Red Leader. He looks down at the Death
"2025-07-17 07:52:51,425",DEBUG,already.
"2025-07-17 07:52:51,532",DEBUG,"shapes and sizes. Some are engaged in electronic conversation,"
"2025-07-17 07:52:51,847",DEBUG,LEIA
"2025-07-17 07:52:52,564",DEBUG,to do that.
"2025-07-17 07:52:52,816",DEBUG,Switch power to front deflector
"2025-07-17 07:42:08,501",DEBUG,Is there more to this recording?
"2025-07-17 07:42:09,422",DEBUG,"and starts for him. Aghast, he yells out."
"2025-07-17 07:42:09,688",DEBUG,THREEPIO
"2025-07-17 07:42:10,573",DEBUG,determined the choice of the planet
"2025-07-17 07:42:11,497",DEBUG,"you were old enough, but your uncle"
"2025-07-17 07:42:12,105",DEBUG,INT. DEATH STAR - HALLWAY
"2025-07-17 07:42:13,84",DEBUG,"walls, but they are simply snapped and bent as the giant"
"2025-07-17 07:42:13,951",DEBUG,Red Two standing by.
"2025-07-17 07:42:14,135",DEBUG,LUKE
"2025-07-17 07:42:14,879",DEBUG,you said this thing was fast.
"2025-07-17 07:55:18,221",DEBUG,The bartender panics.
"2025-07-17 07:55:19,75",DEBUG,They're madmen! They're heading for
"2025-07-17 07:55:19,835",DEBUG,"dimensional hologram of Leia Organa, the Rebel senator, being"
"2025-07-17 07:55:20,198",DEBUG,I can't hold them!
"2025-07-17 07:55:21,119",DEBUG,LUKE
"2025-07-17 07:55:22,118",DEBUG,"Going somewhere, Solo?"
"2025-07-17 07:55:22,222",DEBUG,information in this R2 unit to plan
"2025-07-17 07:55:23,486",DEBUG,(over headset)
"2025-07-17 07:55:24,251",DEBUG,"Luke and Han step forward to exit the elevator, but the door"
"2025-07-17 07:55:26,589",DEBUG,(he salutes)
"2025-07-17 07:51:08,548",DEBUG,HAN
"2025-07-17 07:51:09,175",DEBUG,I never heard of them hitting anything
"2025-07-17 07:51:09,758",DEBUG,master!
"2025-07-17 07:51:10,21",DEBUG,with his hand in an attempt to stop the ringing.
"2025-07-17 07:51:10,443",DEBUG,early.
"2025-07-17 07:51:11,410",DEBUG,the elevator car takes off through a vacuum tube.
"2025-07-17 07:51:12,139",DEBUG,She lied! She lied to us!
"2025-07-17 07:51:12,533",DEBUG,EXT. TATOOINE - MOS EISLEY - STREET
"2025-07-17 07:51:13,43",DEBUG,from the main group. Come with me!
"2025-07-17 07:51:13,836",DEBUG,"I know, but he's got enough vaporators"
"2025-07-17 07:36:42,844",DEBUG,HAN
"2025-07-17 07:36:42,996",DEBUG,You must learn the ways of the Force
"2025-07-17 07:36:43,877",DEBUG,BIGGS
"2025-07-17 07:36:45,704",DEBUG,pilots' preparation. Luke is quite saddened at the sight of
"2025-07-17 07:36:45,858",DEBUG,forward to killing you for a long
"2025-07-17 07:36:46,436",DEBUG,(pointing to the dead
"2025-07-17 07:36:48,119",DEBUG,"talk to me about your mission, either."
"2025-07-17 07:36:49,12",DEBUG,control over territories. Fear will
"2025-07-17 07:36:49,854",DEBUG,AUNT BERU
"2025-07-17 07:36:50,44",DEBUG,menacingly behind the little runaway.
"2025-07-17 07:53:36,280",DEBUG,There's no lock!
"2025-07-17 07:53:37,213",DEBUG,the Imperial fighter.
"2025-07-17 07:53:38,45",DEBUG,EXT. TIE FIGHTER - SPACE
"2025-07-17 07:53:39,675",DEBUG,"Look, I can take you as far as"
"2025-07-17 07:53:39,944",DEBUG,GOLD LEADER
"2025-07-17 07:53:41,185",DEBUG,This is Red Five; I'm going in!
"2025-07-17 07:53:41,324",DEBUG,I can't maneuver!
"2025-07-17 07:53:41,828",DEBUG,"Han, removes his gloves and smiling, is at the controls of"
"2025-07-17 07:53:43,79",DEBUG,"I don't know, it just let go of me"
"2025-07-17 07:53:43,868",DEBUG,"Well, the Force is what gives a Jedi"
"2025-07-17 07:43:56,725",DEBUG,The speeder roars up to the burning homestead. Luke jumps
"2025-07-17 07:43:57,154",DEBUG,be the last time. Where is the Rebel
"2025-07-17 07:43:57,293",DEBUG,LUKE
"2025-07-17 07:43:57,809",DEBUG,RED LEADER
"2025-07-17 07:43:58,572",DEBUG,ships now. She's fast enough for
"2025-07-17 07:44:00,527",DEBUG,LUKE
"2025-07-17 07:44:00,968",DEBUG,"get out of the way of the speeding vehicle, shaking her fist"
"2025-07-17 07:44:01,702",DEBUG,"are going to work out fine. In fact,"
"2025-07-17 07:44:02,783",DEBUG,here?
"2025-07-17 07:44:03,462",DEBUG,They're coming in too fast!
"2025-07-17 07:45:24,306",DEBUG,and not gotten involved.
"2025-07-17 07:45:25,256",DEBUG,CREATURE
"2025-07-17 07:45:27,24",DEBUG,LUKE
"2025-07-17 07:45:27,378",DEBUG,Red Seven standing by.
"2025-07-17 07:45:27,813",DEBUG,(over speaker)
"2025-07-17 07:45:27,970",DEBUG,Luke looks frantically back over his shoulder at Artoo.
"2025-07-17 07:45:28,416",DEBUG,the elevator car takes off through a vacuum tube.
"2025-07-17 07:45:29,311",DEBUG,that R2 unit into Anchorhead and
"2025-07-17 07:45:29,737",DEBUG,INT. WEDGE'S COCKPIT
"2025-07-17 07:45:29,916",DEBUG,back off the bridge; Luke hands the gun to Leia.
"2025-07-17 07:50:41,85",DEBUG,are milling about the ship. Luke takes out his pocket comlink.
"2025-07-17 07:50:41,474",DEBUG,LEIA
"2025-07-17 07:50:42,116",DEBUG,takes advantage of Ben's momentary distraction and brings
"2025-07-17 07:50:42,669",DEBUG,(over intercom)
"2025-07-17 07:50:43,105",DEBUG,INT. DEATH STAR - MAIN FORWARD BAY
"2025-07-17 07:50:44,455",DEBUG,spherical battle station.
"2025-07-17 07:50:46,267",DEBUG,"Kenobi, a resident of these parts."
"2025-07-17 07:50:46,511",DEBUG,HAN
"2025-07-17 07:50:46,839",DEBUG,Have you seen Luke this morning?
"2025-07-17 07:50:47,161",DEBUG,(finally)
"2025-07-17 07:41:45,826",DEBUG,Luke? Luke? Luke? Where could he be
"2025-07-17 07:41:46,93",DEBUG,I would like you to be my guest at a
"2025-07-17 07:41:47,814",DEBUG,Give me regular reports.
"2025-07-17 07:41:48,229",DEBUG,BEN
"2025-07-17 07:41:48,642",DEBUG,LUKE
"2025-07-17 07:41:49,44",DEBUG,"that pops the hatch door shut with a resounding boom, leaving"
"2025-07-17 07:41:49,686",DEBUG,and down onto the dim grey surface.
"2025-07-17 07:41:50,383",DEBUG,THREEPIO
"2025-07-17 07:41:50,860",DEBUG,GOLD LEADER
"2025-07-17 07:41:51,350",DEBUG,The Corellian pirateship zooms from Tatooine into space.
"2025-07-17 07:39:30,590",DEBUG,"Luke, I didn't come back just to say"
"2025-07-17 07:39:31,426",DEBUG,Looks like somebody's beginning to
"2025-07-17 07:39:31,796",DEBUG,BEN
"2025-07-17 07:39:32,45",DEBUG,BIGGS
"2025-07-17 07:39:32,220",DEBUG,going on! Right here in our system.
"2025-07-17 07:39:33,151",DEBUG,Artoo responds with electronic beeps.
"2025-07-17 07:39:33,620",DEBUG,Join the Rebellion?! Are you kidding!
"2025-07-17 07:39:34,361",DEBUG,WEDGE
"2025-07-17 07:39:34,933",DEBUG,Biggs takes the binoculars from Luke as the others strain to
"2025-07-17 07:39:35,80",DEBUG,Han looks at Luke.
"2025-07-17 07:34:12,615",DEBUG,can't understand their logic at times.
"2025-07-17 07:34:13,243",DEBUG,INT. REBEL BLOCKADE RUNNER - MAIN HALLWAY
"2025-07-17 07:34:13,727",DEBUG,Han looks at Luke.
"2025-07-17 07:34:14,333",DEBUG,Come on!
"2025-07-17 07:34:15,287",DEBUG,"Wait, what's that? A transport! I'm"
"2025-07-17 07:34:15,779",DEBUG,go.
"2025-07-17 07:34:16,600",DEBUG,"away with a laser pistol. When the smoke clears, Luke sees"
"2025-07-17 07:34:17,403",DEBUG,HAN
"2025-07-17 07:34:18,393",DEBUG,TARKIN
"2025-07-17 07:34:19,275",DEBUG,a few moments all is quiet. The muffled sounds of a distant
"2025-07-17 07:38:45,468",DEBUG,LUKE
"2025-07-17 07:38:46,69",DEBUG,The crewmen lower Artoo-Detoo into the craft. Now a part of
"2025-07-17 07:38:46,389",DEBUG,LUKE
"2025-07-17 07:38:46,997",DEBUG,"all right. Look, here are Gaffi"
"2025-07-17 07:38:47,707",DEBUG,LUKE
"2025-07-17 07:38:49,493",DEBUG,hurries out of the room.
"2025-07-17 07:38:50,948",DEBUG,fighters!
"2025-07-17 07:38:51,529",DEBUG,"hit their lightsabers together, lightning flashes on impact."
"2025-07-17 07:38:52,137",DEBUG,with laserbolts.
"2025-07-17 07:38:53,618",DEBUG,the sky for the Imperial fighters. Flak pounds at his ship.
"2025-07-17 07:43:05,233",DEBUG,RED TEN
"2025-07-17 07:43:05,865",DEBUG,(yelling)
"2025-07-17 07:43:06,793",DEBUG,the Death Star surface.
"2025-07-17 07:43:07,565",DEBUG,THREEPIO
"2025-07-17 07:43:07,881",DEBUG,TARKIN
"2025-07-17 07:43:08,582",DEBUG,EXT. SURFACE OF THE DEATH STAR
"2025-07-17 07:43:08,926",DEBUG,background. Laserbolts streak from all the craft.
"2025-07-17 07:43:09,363",DEBUG,robots speeds away from the stricken Rebel spacecraft.
"2025-07-17 07:43:09,858",DEBUG,of his eye. Laserbolts continue to batter the Rebel craft.
"2025-07-17 07:43:10,664",DEBUG,INT. DARTH VADER'S COCKPIT
"2025-07-17 07:44:24,786",DEBUG,LUKE
"2025-07-17 07:44:26,276",DEBUG,Escape is not his plan. I must face
"2025-07-17 07:44:26,974",DEBUG,Better her than me...
"2025-07-17 07:44:27,194",DEBUG,"See-Threepio, do you copy?"
"2025-07-17 07:44:27,379",DEBUG,than Artoo. They holster strange and complex weapons as they
"2025-07-17 07:44:27,687",DEBUG,TROOPER
"2025-07-17 07:44:28,99",DEBUG,...I just lost my starboard engine.
"2025-07-17 07:44:28,648",DEBUG,You will...
"2025-07-17 07:44:29,986",DEBUG,"Threepio, we're all right!"
"2025-07-17 07:44:30,743",DEBUG,rotating turrets on either side of the ship.
"2025-07-17 07:47:45,204",DEBUG,how to retrieve it. You must see
"2025-07-17 07:47:46,733",DEBUG,coming your way.
"2025-07-17 07:47:47,917",DEBUG,BEN
"2025-07-17 07:47:48,908",DEBUG,slightly.
"2025-07-17 07:47:49,382",DEBUG,"care of yourself, you'll always be"
"2025-07-17 07:47:50,233",DEBUG,trust them.
"2025-07-17 07:47:51,148",DEBUG,the escaping duo. Luke returns the fire before ducking into
"2025-07-17 07:47:51,442",DEBUG,to be well paid. I'm in it for the
"2025-07-17 07:47:51,549",DEBUG,Curse my metal body! I wasn't fast
"2025-07-17 07:47:52,2",DEBUG,afraid my mission to bring you to
"2025-07-17 07:51:34,480",DEBUG,RED LEADER
"2025-07-17 07:51:35,392",DEBUG,INT. RED TEN'S COCKPIT.
"2025-07-17 07:51:35,560",DEBUG,"Oh my... sir, he says there are"
"2025-07-17 07:51:36,466",DEBUG,EXT. TATOOINE - MOS EISLEY - STREETS
"2025-07-17 07:51:37,133",DEBUG,Somebody has to save our skins. Into
"2025-07-17 07:51:37,663",DEBUG,EXT. SURFACE OF THE DEATH STAR
"2025-07-17 07:51:39,195",DEBUG,The group stumbles out into the stifling desert sun. Camie
